,cluster_id,momentum
HRI,1937,0.0102374817187826
HRL,54,-0.0574583145561063
HSIC,1491,-0.0053632997062955
HSII,1017,-0.0078648412467228
HSKA,1104,0.0668058455114821
HST,10,0.0107142857142856
HSTM,1766,-0.0109161793372318
HSY,35,0.0003356831151393
HT,1744,0.0131578947368422
HTGC,1498,0.0026178010471205
HTH,1826,-0.0153753391618933
HTHT,90,0.088241503061009
HTLD,2004,0.0340979541227526
HTLF,30,-0.0097087378640775
TXT,1295,0.026885426719978
HUBB,237,-0.0079510217062892
HUBG,1786,0.0213670554889349
HUBS,1201,0.0238329111306414
HZNP,1283,0.0069412731756324
HZO,544,0.0047647409172126
IBCP,30,-0.0027210884353742
IBKR,1009,0.029613285332714
IBM,1265,-0.002861562258314
IBN,1107,0.0058027079303675
IBOC,1724,-0.0074180919019163
IBP,219,0.0184607384295372
IBTX,163,-0.0317703024125042
ICE,73,0.0089390962671904
ICFI,1787,0.1152879686400643
ICHR,203,-0.0154779969650987
ICL,1160,0.0398293029871976
ICLR,1741,0.0214510481762177
IDCC,1611,-0.0013700506918755
IDT,1777,-0.0003288391976323
IDXX,1894,0.00610683796805
IEP,1984,0.0005575171901133
IESC,1072,0.035663338088445
IEX,1924,-0.0024446617477108
IFF,804,-0.001931330472103
IGIC,9,0.0194410692588091
IHG,1272,0.0017426662794075
IIIV,1682,0.0178789110117838
IIPR,995,-0.0242054066282094
ILMN,1244,0.0367469879518074
ILPT,112,0.0024390243902441
INCY,841,0.0042868277474668
INDB,197,-0.0273594377510041
INN,98,0.0459459459459459
INT,1439,0.008743169398907
INTC,1384,0.0509426393902927
INTU,233,-0.0167247900191561
INVE,1999,0.0156695156695156
INVH,122,-0.0217530390275112
IONS,216,-0.0025069637883007
IOSP,1230,0.0038370180887996
IOVA,1735,-0.0233196159122085
IP,66,0.0310524869469634
IPAR,788,0.152395980400299
IPG,1580,0.0030951041080473
IPGP,916,0.0305095748133723
IPI,1870,0.0552573413324912
IPWR,1706,-0.0307820299500831
IRS,870,-0.0490341753343239
IRT,1738,-0.023217247097844
IRTC,1027,0.0061182868796736
IRWD,979,0.0008873114463177
ISEE,1449,0.1390760346487007
ITRI,1333,0.0181100950331718
ITRN,1274,0.0085049239033125
ITT,1428,0.0213444823412916
ITUB,1313,-0.047222800083212
ITW,1895,0.0119660319094183
SRE,38,-0.0084689250466791
IVR,1750,-0.0199521149241819
IX,206,0.0010069366748712
JAZZ,1844,0.028062678062678
JBGS,65,-0.0115942028985507
JBHT,1829,0.0279882736877039
JBL,1778,0.013368661929423
JBLU,93,0.0024096385542167
JBSS,1749,0.0338643199287067
JBT,401,0.0113626115970781
JCI,1444,0.0154655612244898
JHG,1700,-0.0080116533139111
JILL,1823,0.0072072072072071
JJSF,1980,0.0138800368245872
JKHY,28,0.0098027277155381
JKS,1635,0.0415094339622641
JLL,1964,-0.0152470480339332
JNPR,1159,-0.0016244314489928
JOE,1997,-0.0179780527667522
JOUT,1067,-0.0234350909651556
JPM,117,-0.0159051273107778
KB,450,-0.0054502984687256
KBAL,1976,-0.0086830680173661
KBH,24,-0.0022682166146869
KDNY,1977,0.0453712190650779
KDP,82,0.0008683068017365
KE,723,0.0095961615353856
KELYA,618,0.0053795576808128
KEN,2033,-0.0181028240405503
KEP,1931,0.0256410256410255
KEX,1186,0.0239900730732109
KEY,13,-0.0196828868234006
KEYS,821,-0.0132533133283321
KFRC,1651,-0.0033605376860297
KGC,57,0.0191256830601092
KHC,1731,-0.0071905495634309
KKR,110,-0.0095829636202307
NSSC,1145,0.0205696202531644
ACET,1847,-0.0418781725888325
ACGL,2026,0.0128571428571429
AGI,820,0.0137524557956778
AGIO,1828,-0.0438561833267483
AGM,791,0.0231213872832367
AKR,164,-0.0054907343857241
AKTS,1401,-0.0695187165775401
AL,1672,0.0018484288354898
ALX,1276,-0.0536750262665022
AMAL,1060,-0.0199575371549894
KMB,29,0.0129548180727709
KMDA,1589,-0.0023148148148149
KMI,109,0.0234466588511137
KMPR,1157,-0.0089285714285715
KMT,1621,0.0162372043769856
AMBA,909,-0.1216201887392641
ANSS,971,0.0128124897071901
KMX,1388,-0.0170915411355736
ARCH,185,0.0348268191928822
ARR,466,-0.0349907918968691
B,1624,0.005220692928334
BA,2028,0.0422227735053335
BABA,1717,0.0223260052397766
BAC,117,-0.0173122065727698
KN,797,0.0058892815076558
BATRA,138,0.0046715328467152
BDC,522,0.0127992415264279
BIO,1932,0.0522141302528043
BKH,38,0.0037453183520599
BKI,1719,-0.0310402684563758
BMO,163,-0.0009497678345293
BMRC,1986,0.0589655172413794
BMRN,1315,0.005321819459785
BMY,0,0.0033352668213457
BP,206,0.0166666666666666
BOOM,1142,0.0085917071348524
BOOT,1409,-0.0105874757908328
KNOP,1268,0.0015060240963855
KNSA,1987,-0.0404354587869362
KNSL,728,-0.0061186068402886
KNX,187,0.0296296296296296
KO,29,0.0035288186859352
KOD,1603,-0.0169230769230769
BTG,57,0.056047197640118
CBRE,1442,-0.0108057317359643
CBRL,1018,0.0340491923641703
CBSH,447,-0.0119425547996977
CBT,1736,0.0316861561674839
CBU,248,-0.0268632268632268
CBZ,1930,0.0021960471151927
CC,889,0.0567583382094791
CENTA,464,0.0015612802498048
CENX,95,0.0372825186412593
CEPU,5,-0.0453074433656957
CEQP,886,0.0169834209462191
CHDN,1670,0.0026039547562861
CHE,232,0.0057517542850569
CHEF,1759,0.0463901689708143
CHGG,1344,0.0094398993077406
CHH,1880,0.0452010814464345
CIEN,2021,0.0122355868934052
CIGI,837,-0.0283198065964426
CIM,466,-0.0308166409861325
BOX,1259,-0.1232383808095952
COF,667,-0.0081591492482581
COGT,67,-0.0279667422524566
COHR,98,-0.0055645722235103
COHU,1565,0.0155913978494623
COKE,1143,-0.009140702163958
COLB,1441,-0.0221997981836529
COLD,1114,-0.0057823129251699
COLL,1461,0.0260082924990576
CRC,637,0.0338862559241706
CRVL,1793,0.009152429554027
CS,1858,-0.0749185667752443
CSCO,1041,0.0022717885171417
CSGP,919,0.007925275969431
CSGS,1774,0.0145907473309607
CSII,512,0.0020294266869609
CSIQ,1604,0.0286792452830189
CSL,1304,0.010494926806599
CTLP,1558,0.0295138888888888
CVBF,30,-0.0016715419974926
CVCO,444,0.016
CYBR,393,0.0205843752158596
CYD,1410,0.0089175891758916
DBRG,1708,0.0122249388753057
DGX,1903,0.0097571552471811
DISH,869,-0.0376862401402278
DRI,765,0.029023008602
DRIO,853,-0.052173913043478
DUK,38,-0.0051983874389985
EL,964,0.0238222587944867
EPR,801,-0.0048971596474045
BPMC,730,0.0198253481236725
BPOP,4,-0.0298319327731093
ERF,235,0.0315059861373661
ERIC,546,0.0018181818181817
ERJ,1135,0.0488188976377954
ETD,937,0.0
DRQ,1489,0.016934306569343
F,48,0.03976801988401
FAF,957,-0.0398027474462838
FANG,235,0.0311874105865521
FANH,752,0.0894736842105263
FAST,1497,0.025989138867339
FBP,2001,-0.0296347346657477
FC,1407,0.0119479411137188
FDP,1246,0.0271739130434782
FDS,1756,0.0002171028826438
DSKE,1586,-0.0012269938650306
FHB,46,-0.0372943327239488
FHI,1267,0.0109275730622617
FHN,197,-0.1182882519176422
FLIC,2,-0.0029377203290247
FLO,1861,0.0032537960954446
FLWS,1767,0.0424242424242424
FN,556,-0.0073849183556249
FOR,1077,-0.0042046250875962
DVA,1733,-0.0158035497203988
DVAX,1397,-0.0116504854368932
FSLR,714,0.1719285798746601
BSX,96,0.0113441780821919
FSS,721,0.0687890847072199
FSV,1653,-0.0126794432704218
DVN,235,0.0330118694362018
KODK,67,0.0549132947976878
KOF,1594,0.0168032217747533
KOP,1671,0.032320980774589
FTCH,1896,-0.0370370370370369
KREF,197,-0.0351724137931034
KRG,1878,-0.0041436464088397
KRNT,892,0.0136585365853658
KRNY,492,-0.0089641434262948
KRO,1405,0.0186005314437556
KRYS,1472,-0.0010987669393236
FUL,1679,0.0206422018348624
BVN,1366,0.1226912928759893
FUTU,1482,0.046941678520626
DZSI,1846,-0.0094339622641509
FWONA,300,0.0814680710994073
FWONK,300,0.0779431265654926
FWRD,648,0.0294260464212876
G,1837,0.0004190236748375
GBCI,179,-0.0257492612916844
GBDC,14,-0.008720930232558
GCO,921,0.0418056482099178
EBR,1757,-0.0213089802130899
GEO,1092,0.0102739726027396
EBS,695,-0.0460420032310178
EBTC,60,0.001977959875671
GLP,762,-0.0002857142857142
GLPG,163,-0.0217420301453914
KSS,878,-0.0067760342368045
KT,246,0.0034572169403628
KTOS,1136,0.0284584980237154
KURA,1955,-0.0419463087248321
KW,1473,0.0
KZR,1144,-0.1375198728139904
LAC,1396,-0.0156846121237813
LAD,1935,-0.0028607257622071
LADR,1677,-0.0238938053097346
LCII,859,0.0135626274266464
LDOS,1765,-0.0012362212836096
LE,1512,0.0684210526315789
LEA,223,0.0042248478338704
LECO,836,0.0236408027154171
LEG,1234,-0.0020295737895041
LEGH,1325,0.0070140280561121
LEN,31,-0.0070291502997724
LEU,748,-0.0470877036375808
LEVI,1587,-0.0055741360089186
LFUS,1398,0.0340509411355467
LFVN,1138,-0.0128865979381442
LKFN,1814,-0.0149399609047753
LKQ,1156,0.0162331995112585
LLY,0,0.012306407043249
LOCO,825,0.0158730158730158
LOGI,513,-0.0203483043079742
LOW,1293,-0.0517618469015795
LPG,1850,0.0154897494305239
LPL,246,0.0034364261168384
LPLA,1434,0.0240022439493508
LPRO,1059,-0.0310734463276836
LPSN,922,-0.0484189723320156
LPX,3,0.0288839514612888
LQDA,789,-0.0515191545574637
LQDT,745,0.0236966824644551
LRCX,1968,0.0081685562025473
SWX,965,-0.0472940803047134
LSCC,744,0.0203625235404896
LSI,165,0.0350149352804514
LSTR,2031,0.0079097295204382
LSXMA,910,-0.0219203457857363
LSXMK,910,-0.0192427063935443
LTC,77,-0.018146286990508
LULU,1381,0.0079236739974126
LUMN,1901,-0.0499999999999999
LUNA,1669,0.0049800796812748
LUV,1625,0.0101250744490768
LW,1322,0.0164944356120826
LXFR,1162,-0.0356065178032588
LXP,1830,-0.0019175455417065
LXU,1411,0.0323767476085357
LYB,1038,0.0177101781435566
LYFT,580,-0.022
LYTS,587,0.0289256198347107
LYV,938,0.0055509297807381
LZB,1619,-0.0160592958616431
M,1263,0.1094819159335287
MA,606,0.0007880886036757
MAA,122,-0.0202373516552153
MAR,198,0.0098085558969509
MAS,877,-0.006675567423231
MASI,1329,0.0753690753690752
MAT,1389,-0.0055586436909392
MATV,2007,0.004245465071401
MATW,1806,0.0322327044025159
MATX,1529,-0.0033077732671779
MAXR,2024,-0.0048543689320388
MBUU,773,0.0040160642570281
MBWM,197,0.0032107413893753
MC,1033,0.0014008872285782
MCS,1508,-0.0472343070229956
MCY,809,-0.0237885462555064
MD,1613,-0.0031766200762389
MDB,912,-0.0200458190148912
MDC,114,-0.0108108108108108
MDGL,1838,0.0065680233201728
MDLZ,29,0.0027615833077629
MDRX,659,-0.1354605659241421
MDT,132,-0.0065217391304346
MDU,635,-0.0119309262166406
MED,41,0.0052617497547489
MEDP,1771,0.0348669279966988
MELI,184,-0.0012131147540983
MEOH,1220,0.0846718223279794
MERC,1172,0.0055658627087198
MET,225,-0.0326223337515684
META,7,-0.0023436606836629
METC,1202,0.050251256281407
MG,1504,-0.0326086956521738
MGA,1282,0.0089718284586399
MGEE,47,-0.0042384854478665
MGI,1252,0.0027649769585254
MGIC,1248,0.021090909090909
MHK,904,0.0055420515313564
PRLB,1871,0.0782442748091603
MITK,1813,0.0
MKC,54,-0.0172228202368136
MKSI,1198,-0.0241411327762303
MKTX,1112,0.0390393908332111
MLAB,1511,0.0052685248130521
MLCO,6,0.0852895148669796
MLI,414,0.0139245640124374
MLKN,790,0.0206838328408609
MLM,490,0.0100036124155946
MLR,1715,0.0075512405609492
MMC,70,-0.0015418773899099
MMI,579,0.0087285423334304
MMM,1949,0.0200482643400781
MMP,955,0.0060195635816402
MMS,1440,0.0028021442495127
MMSI,1797,-0.0100595069424764
MMYT,34,-0.0061728395061728
MNKD,1369,-0.0890151515151516
MNRO,753,0.0011895321173671
ETR,38,0.0082628560318849
ETRN,511,0.023217247097844
MNST,91,0.0038325471698112
MOD,731,0.0467021712412945
MODG,1229,0.0103537532355479
MODN,1287,-0.0033132530120482
MODV,701,-0.0020368672980956
MOFG,52,-0.0033288948069239
MOH,913,0.0090800130752188
MSA,1373,0.005508001488649
MSB,1470,0.0647566718995289
MSBI,23,0.0126728110599079
MSCI,233,-0.0093076702097099
MSI,123,0.0028537726874928
MSM,1359,0.012423095125414
MTB,4,-0.0255650718011462
MTCH,1494,0.0072428778367936
MTD,184,0.0319311436761966
MTDR,235,0.0531697341513293
MTRN,55,0.0209527220630372
MTRX,767,0.0521327014218009
MTSI,1385,0.0192588269623577
MTW,1204,0.0259122157588576
MVBF,1131,-0.0245511176255037
MWA,1763,0.0086517664023071
MX,1645,-0.0396659707724427
GLW,1180,0.0164948453608246
EXPI,554,-0.0190397350993377
EXPO,1782,0.0127308066083575
GM,48,0.0227684346701164
EXR,165,0.0137868205283935
EXTR,855,-0.0261752136752135
EYE,866,-0.3875802997858673
EZPW,1630,0.0090702947845804
MXL,680,0.0081847413037123
FCBC,2,-0.0163356822549647
MYE,1544,-0.1977554179566563
MYGN,1080,0.2103594080338264
THR,1177,0.0419659735349715
NATI,1688,0.0021777865769154
NAVI,813,0.0
NBHC,611,-0.0111138552729069
NBIX,709,-0.0285160038797284
NBR,1348,0.0564832679129798
NBTB,30,-0.0187238236018725
NCLH,999,0.0492577597840755
NCR,1551,-0.0007833920877399
NDAQ,102,-0.0010702818408847
NDLS,1066,0.0308219178082191
NDRA,1663,-0.0128205128205127
NDSN,1476,0.0057366599890731
NEE,102,0.0166126988596366
FFBC,179,-0.0105519480519481
FFIN,479,-0.0193565976008723
GMED,1761,-0.0041138155639355
NEM,57,0.0075670717725291
FIBK,238,-0.0275745638716937
NEO,1427,0.0290801186943618
NEP,927,-0.0087533957138544
NESR,1054,0.0278637770897831
NETI,565,0.0066162570888468
NEU,1730,0.0187481804949054
NEWR,719,0.0264492257091957
NEWT,573,0.0032658393207054
NEX,12,0.0777656078860897
NEXA,1973,0.0512396694214876
NFBK,2,-0.0142760027192386
NFE,759,0.0381933919369505
NFG,1552,0.0141410614525139
NGS,589,-0.0136363636363636
NGVC,1137,0.0018214936247722
NGVT,673,-0.0123546511627906
NHC,1872,-0.0089734386216798
NHI,77,-0.0218181818181818
NICE,862,0.0161997975025312
NIO,1996,-0.0319488817891374
NIU,992,0.045238095238095
NJR,1545,-0.0088183421516755
NKE,669,0.0066503914470914
NMFC,161,0.0071090047393365
NMIH,633,0.0162810625535561
RYN,793,0.0074449076831446
NNI,864,-0.0369660168317886
NNN,224,0.0072815533980581
NOAH,671,0.0668091929449492
NOC,35,0.0089633922992393
NOG,924,0.049291237113402
NOK,1567,0.0173913043478262
NOMD,1776,-0.0245535714285715
NOTV,893,-0.0533333333333333
NOV,44,0.0333638025594149
NPK,1115,0.0477925105638934
NPO,1563,0.0300465116279069
NSIT,835,0.0182198327359619
NSP,1803,-0.0004835200257877
NUE,442,0.0498088867654085
NUS,1296,0.0323795180722892
NUVA,643,-0.0025445292620864
NVCR,1231,-0.0243601403144082
NVDA,7,0.0042212267401791
NVEC,1418,0.0200052645433008
NVEE,567,0.01178483178103
NVGS,1081,0.0043196544276455
NVMI,1285,0.0090527710311327
NVO,105,0.0185119512022127
NVR,184,0.0084640928402164
NWN,42,-0.0107571369466281
NWPX,1349,0.0293506493506494
NWS,190,0.0075318655851679
NWSA,190,0.0064139941690963
NX,1818,0.0227360308285162
NXPI,121,0.0120461676378305
NXRT,136,-0.0398513318191203
NXST,1103,-0.0113501882732652
NYCB,510,-0.0371621621621621
OCFC,197,-0.0160202360876896
OCN,1556,-0.0618493570116349
OCSL,161,-0.0054133858267716
OCUL,1697,-0.0264900662251655
ODFL,427,0.0457171490891941
ODP,697,0.1353798586572436
OEC,624,0.0356862745098038
OIS,306,0.1139101861993427
OKE,205,0.0186401833460656
OKTA,1096,0.1349417870669096
OLED,725,0.0229665071770335
OLLI,41,-0.0128606187000347
OLP,1000,-0.0013245033112582
OMAB,8,0.0147519582245432
OMC,1537,0.0138014795186043
OMCL,1363,0.0551065393093312
OOMA,586,0.0152788388082505
OPCH,1146,0.045647212259537
OPRX,1328,0.0173669467787114
OPY,699,0.0122476752097981
ORI,1692,-0.0075843761850588
OSBC,1012,-0.0114595898673098
OSIS,942,0.0263641274986492
OSK,550,0.0169301491198565
OSPN,1564,0.3676035502958579
PAC,8,-0.0024200336700337
PACB,1665,0.0385462555066078
PACK,631,0.0174603174603176
PACW,1294,-0.0165765765765766
PAG,226,-0.003607353451266
PAGP,411,0.0100647016534867
PAGS,1357,-0.0242214532871971
PAHC,939,0.0184595798854232
PARR,335,0.0493160547156226
PATK,1908,0.0038435140700068
PAYS,1079,-0.0051546391752577
PAYX,70,0.0153985507246374
PB,863,-0.0295278269152265
PBA,993,0.0319732034104749
PBF,61,0.0828185769846716
PBH,434,0.0117842323651451
PCRX,644,-0.0072821235611933
PCTY,193,-0.015212086599865
PCYO,1163,-0.0079275198187995
PDM,1714,0.0120218579234971
PDS,1003,0.0354448148798034
PEAK,136,-0.0108063175394845
PEB,27,0.0245269796776452
PERI,693,0.0160047421458209
PETQ,761,0.1587982832618026
PETS,2014,-0.0143769968051118
PFBC,2034,-0.0119318181818182
PFC,115,-0.0120870265914585
PFE,2030,0.0012324377618928
PFG,1014,-0.0377400625279141
PFGC,1704,0.0197914825940979
PFIS,59,-0.0084762865792128
PFLT,792,0.0140449438202248
PFS,888,-0.0085653104925055
PG,29,0.0172288455946496
PGC,1883,0.0153432032301481
PGRE,967,-0.0094876660341555
PGTI,641,0.0378250591016549
PH,1016,0.0103737388091516
PHM,31,-0.0071337113590634
PI,552,-0.0010556477152768
PII,674,0.0148571428571429
PINC,1467,-0.0139794967381173
PIPR,551,-0.0235412474849093
PJT,722,-0.0112829614604462
PLNT,468,-0.0086366440468846
PLOW,625,-0.0045588629659426
PLUG,818,-0.1035642232683254
PLUS,664,0.0095994092671218
PMT,982,-0.0015349194167305
PNR,616,-0.0082230961744727
PNW,113,0.0215798045602604
PODD,1618,0.0238457084961642
POOL,946,-0.0113770105923891
POR,113,-0.0064853556485354
POST,1626,0.0104490884837706
POWI,1957,0.0249240121580547
POWL,1414,0.0096956031567079
PPL,38,0.0018470631695604
PRI,1356,-0.0275085964363863
PRO,961,0.0241471828286699
PRTS,1222,0.0143540669856461
PRU,232,-0.0198999999999999
PRVB,1386,-0.0090361445783133
PSA,28,0.0076266934269946
PSMT,1111,0.0147733792312105
PSO,647,0.0027322404371583
PTC,712,-0.0052660975025931
PTCT,692,0.0238149759560337
PTEN,12,0.0932452276064612
PTSI,572,0.0324137931034482
PVH,227,0.0257976071784646
PW,1948,0.0158273055032764
PWR,768,-0.0083643122676579
PYPL,824,0.0067934782608696
QLYS,738,0.0233601354210748
QNST,1334,-0.0047142015321154
QUOT,1057,-0.1137566137566137
QURE,1280,0.0305343511450382
RACE,1513,0.0161692975381186
RCI,751,-0.0156969443281708
RCKT,1415,0.0733992712129099
RDN,92,0.0084309133489461
RDNT,542,0.0095399618401526
REGN,755,0.0111517319376135
RELX,29,0.0112248266754704
RGA,232,0.0117671488890427
RGEN,1534,0.0350404312668461
RIG,426,0.0529327610872676
RILY,336,-0.0301659125188538
RITM,64,-0.0142857142857141
RMR,1240,0.0021321961620468
ROAD,1121,0.0140480591497227
ROCC,235,0.0318072289156625
ROCK,563,0.001310615989515
RPM,981,0.0172627778404603
RPT,164,-0.0018656716417911
RRC,103,0.0129918337045285
RRGB,1865,0.3149236192714453
RTL,232,0.009475218658892
RTX,232,0.0092771944132938
RUN,1768,-0.0149750415973377
RUSHA,183,0.0169371912491178
RUSHB,183,0.0166722240746914
RVNC,596,-0.0907780979827089
RWT,925,-0.0091984231274638
RYAM,1011,0.0170731707317073
RYI,1599,0.1032563317561925
RYTM,918,0.0012340600575895
SASR,1013,-0.022761760242792
SATS,710,0.0175350701402805
SAVE,545,-0.0267467248908298
SBS,1258,-0.0010050251256281
SBSW,186,0.0037037037037037
SBUX,1605,0.009011656381624
SCCO,996,0.0210340616094448
SCHL,526,0.0228020171015128
SCHN,1501,0.0758641786479046
SCHW,811,-0.0234856262833675
SCSC,739,0.0160359204618345
SCWX,1155,0.0132100396301189
SD,1119,0.0246744345442082
SE,1848,0.0171227396383422
SEIC,1318,-0.0036514522821576
SEM,1015,-0.0125646711012564
SENEA,861,-0.0028776978417266
SFBS,838,-0.0466531440162272
SFIX,826,0.0236051502145921
SFL,1140,0.000968992248062
SFM,1832,0.148894024430505
SFNC,977,-0.0242914979757085
SFST,894,-0.0104347826086956
SGEN,1084,-0.0056764427625355
SGH,1370,0.004191616766467
SGRY,770,-0.0176382660687594
SHAK,920,0.0258110772539881
SHOO,459,-0.0008264462809915
SHOP,1602,0.0009722897423432
SHW,16,0.012062344702959
SIBN,698,0.0113780025284451
SIG,1353,0.0227590058642837
SIGA,713,-0.0321167883211678
SIGI,902,-0.0128040973111395
SILC,1812,0.0236158488585673
SILV,928,0.003656307129799
SIMO,541,0.003719131210949
SJR,1469,-0.0058681394546081
SJW,166,-0.0253793825222395
SKYW,630,0.0749868904037756
SLAB,152,0.005377247521425
SLB,44,0.0392783311407629
SLCA,705,0.1112026359143327
SLF,268,0.0084886128364389
SLG,302,0.00352422907489
SLP,1764,0.0141955835962144
SLRC,1748,0.0318428184281842
SMFG,1836,-0.0080183276059565
SMG,602,0.021090909090909
GMRE,974,-0.0238568588469184
SMP,1010,0.0220682576340773
SMPL,1188,-0.0195873596239226
SMTC,2005,0.0227198961376178
SNA,860,0.0009650957053239
SNAP,756,-0.0049261083743843
SNBR,742,-0.0900652282990466
SNDR,1881,0.0256593014967927
SNDX,213,-0.0485207100591715
SNEX,527,0.0288604581969651
SNFCA,598,-0.0185714285714285
SNN,1364,0.0073503675183759
SNPS,228,-0.0010446448207609
SPCE,782,-0.1045296167247388
SPLK,1020,-0.003121951219512
SPSC,899,-0.0023234200743493
SQ,1312,0.0170728528606802
SRG,810,-0.0132450331125827
SRI,504,-0.115497690046199
SRPT,1934,0.2527634487840826
SRRK,1061,0.0361305361305361
SSL,509,0.0429065743944636
SSNC,1432,0.0080068143100511
STC,970,-0.0275358907978348
STE,578,0.0018614050949317
STRO,678,0.0195035460992909
STWD,852,0.0010438413361169
STX,577,0.0046468401486987
STZ,969,-0.0087617344658023
SU,498,0.0469455311465543
SXC,734,0.0609884332281809
SXI,956,0.0241182572614107
SXT,923,0.0041119511871601
SYBT,715,-0.0169144028703229
SYF,41,0.0008401008120975
SYK,1958,-0.0030051734631771
TALO,1815,-0.0960134755755192
TBBK,85,-0.0005782017924256
TCMD,1416,-0.0076124567474048
TDW,375,-0.0163800163800165
TDY,505,0.0059990234147928
TEAM,21,0.0108318627152681
TECH,167,0.0682819383259911
TECK,84,0.0465931863727455
TEL,104,0.0142946905435124
TEX,1770,0.0118223273095761
TFC,13,-0.0308839190628328
TFIN,507,-0.0213640098603122
TG,1661,0.0111876075731498
TGH,679,0.0147148988350707
TGI,1255,-0.0182250396196512
TGLS,636,0.0877145192045762
TGNA,983,-0.0229885057471264
TGS,220,-0.0466549295774647
TGT,232,-0.0151928783382789
THFF,52,-0.0013651877133106
THG,36,-0.0101806710639517
THO,489,0.0169249368062425
THRM,543,0.0203117619272554
TILE,845,0.0804988662131518
TITN,564,0.0152871806071195
TJX,1952,0.0014360313315926
GMS,802,-0.0293197166858837
TKR,51,0.0258630778232884
TLK,246,-0.0019409937888199
TLYS,1269,-0.0161290322580646
TM,206,0.0099323131253681
GOGL,75,-0.010597302504817
TMHC,114,-0.0019536701088473
TMO,491,0.0129023922031896
TMP,30,-0.0159112180772832
TMST,890,0.0486604702022963
TMUS,1530,-0.0072443381628921
TNDM,972,0.0964863357501395
TNK,244,0.0544850498338871
TNL,78,0.0119189511323003
GOOG,7,0.0222591362126245
TOL,31,-0.0126793460126792
TPIC,588,-0.0025951557093426
TPL,184,0.0184137648228559
TPR,769,0.0082739600091932
TRI,123,0.0017351069982647
TRIP,907,-0.0143718127028279
TRN,594,-0.0021497671085631
TRNO,81,0.0110914643947916
TRNS,1853,0.0017779753305924
TROW,629,-0.0099750623441396
TROX,1662,0.0589743589743589
TRS,610,0.0033388981636059
TRST,23,-0.0097035040431266
TRTN,98,0.0027560197272991
TRV,477,-0.0104256698357821
TS,994,0.0448348985156015
TSCO,1474,-0.0204492840607046
TSEM,1904,-0.0059171597633136
TSLA,7,-0.0719945554421273
TSLX,248,-0.0005263157894738
TSM,1562,0.0225106236361549
TSN,940,-0.0030384875084402
TT,1281,0.0156869130977583
TTD,1354,0.0076840600428877
AWR,166,-0.0510638297872341
TTE,76,0.0104991116136328
TTEC,702,0.0069547938400398
TTEK,691,0.0255679742859229
TTGT,684,0.0405512854492446
TTMI,1502,0.0173062452972159
TTWO,518,0.0523048836147879
TU,1859,0.000503018108652
TUP,593,-0.1048780487804877
TV,255,0.0564516129032257
TVTX,708,-0.0040613718411551
TWI,1195,0.0628525382755842
TWLO,1754,0.0659128105936617
TWNK,951,0.0052631578947368
TWO,1007,-0.0247435123717562
TWOU,677,-0.0279017857142857
TWST,25,-0.0287769784172663
TX,808,0.0518657592114526
TXN,1902,0.0153397491980169
TXRH,553,0.0233405554461294
TYL,1049,-0.0003112840466926
UA,88,0.0034090909090909
UAA,88,0.0040281973816718
UAL,150,0.0115473441108544
UBA,1292,-0.0017341040462428
UBS,157,-0.0146923783287419
UBSI,119,-0.0286975717439293
UCBI,119,-0.0329205678042886
UCTT,203,0.002510985561833
UDR,122,-0.0170401493930906
UE,164,-0.0064935064935064
UEC,991,-0.0189189189189189
UEIC,772,-0.0581761006289308
UFCS,1001,-0.0045550105115627
UFI,525,0.0115942028985507
UFPI,1266,0.0042090494563311
UFPT,968,0.0134216785592933
UGI,376,0.0018802041364491
UHAL,1636,-0.0060738202772152
UHS,1762,-0.0453694691921837
UHT,945,-0.0377216144850999
UI,1326,-0.0048080506895267
UIS,417,-0.0220883534136546
UL,29,0.0094131784498296
ULH,1371,0.024915824915825
ULTA,1640,0.0044718581341558
UMBF,1367,-0.029009485991617
UMC,766,0.0233702337023369
UMH,640,-0.0417401528512639
UNF,601,0.0060674042726762
UNFI,812,0.0365823717161797
UNH,204,0.0036979451191325
UNIT,1165,-0.0710382513661203
UNM,911,0.0094276094276095
UPLD,1311,-0.0466321243523316
UPS,620,0.0120006575702777
UPWK,1124,0.0370370370370369
URBN,962,0.0270871985157699
URGN,632,0.003883495145631
URI,926,0.0044180735491858
USAC,1243,0.0296225513616819
USFD,1543,0.0191846522781773
USM,966,-0.0567757977621217
USNA,1331,0.0343863112866074
USPH,1226,-0.0026645613342544
UTHR,1961,-0.0052024061128271
UTI,873,0.0165289256198346
UTL,485,-0.0082842415316642
UTMD,682,0.017541948136849
UTZ,1185,0.0634146341463417
UVE,55,-0.0041386445938954
UVSP,1433,0.00177304964539
UVV,6,0.0166040719509783
V,606,-0.0040010912066926
VAC,78,0.0076180468903921
VALE,879,0.0465116279069768
VBTX,609,-0.0150037509377344
VC,1862,-0.0043702107279692
VCEL,394,-0.0059191055573823
VCTR,1062,-0.0426972909305065
VCYT,690,-0.0207232832182039
VECO,658,0.0150446638457921
VEEV,1048,0.0476880357358444
VERI,1171,-0.1029619181946402
VET,495,0.034328358208955
VFC,900,0.0592264302981466
VGR,6,0.0007535795026374
VHI,1664,0.0358801181933303
VIAV,1499,-0.0347349177330894
VICI,1253,0.0080524903071874
VICR,831,0.0068085106382977
VIPS,822,0.0194761584956346
VIRT,1807,0.001632208922742
VIV,314,-0.0094086021505376
